Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
5,13.25,5,1,13.2,19,135.7,10,128.0,9670,7,9,9,1.74,17,37,37,0,0,6,6,1,1,0,0,1.4,10.8,1,1,Non-Dropout
7,11.85714286,7,1,11.42857143,34,108.0,12,100.0,9070,12,9,9,0.32,43,37,37,0,0,12,12,1,1,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,1,0.0,19,110.8,0,116.0,9238,0,10,8,-0.92,1,38,19,0,0,6,6,1,1,0,0,0.3,16.2,1,1,Dropout
6,12.33333333,4,1,14.0,19,124.5,9,128.0,9773,10,4,4,-3.12,1,1,19,1,0,6,6,1,0,0,0,-0.8,9.4,1,1,Non-Dropout
5,11.8,3,1,12.0,30,100.0,16,120.0,9003,12,4,1,-4.06,39,2,2,0,0,12,12,1,0,0,0,2.8,15.5,1,1,Dropout
3,12.0,0,0,0.0,22,123.8,8,121.0,9773,4,3,9,1.74,43,1,3,0,0,5,4,1,0,0,4,1.4,10.8,1,1,Dropout
3,11.33333333,4,0,10.0,19,131.4,7,137.0,9147,13,9,1,-4.06,17,3,38,0,0,5,5,1,0,0,0,2.8,15.5,1,1,Dropout
1,10.0,1,1,10.0,21,118.5,10,115.0,9147,9,8,9,0.32,1,38,1,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Dropout
0,0.0,0,0,0.0,22,122.0,0,129.0,171,0,9,9,0.32,1,37,37,0,0,0,0,1,1,0,0,2.6,7.6,1,2,Dropout
3,11.66666667,6,1,11.16666667,19,122.9,12,125.0,9254,7,9,9,1.74,1,37,37,1,0,6,6,1,0,0,0,1.4,10.8,1,1,Non-Dropout
3,11.33333333,4,1,11.75,20,118.7,13,125.0,9238,12,7,7,-4.06,1,19,38,0,0,6,6,1,0,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,3,1,11.75,35,100.0,10,133.1,9003,13,8,2,0.79,39,3,1,0,0,6,6,19,1,0,0,-0.3,13.9,1,1,Dropout
1,11.0,1,1,10.0,20,135.9,7,131.0,9147,8,9,9,0.32,16,37,37,0,0,5,5,1,1,0,0,2.6,7.6,1,2,Dropout
5,12.8,3,1,14.0,21,138.4,5,133.1,9130,8,5,4,0.32,1,6,11,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,0,0.0,27,128.2,5,133.1,9085,5,99,99,0.32,39,34,34,0,1,5,5,12,0,0,0,2.6,7.6,1,1,Dropout
0,0.0,3,0,12.0,26,107.4,15,114.0,9773,12,5,9,-3.12,43,37,38,0,0,6,6,1,1,0,0,-0.8,9.4,1,1,Dropout
0,0.0,0,0,0.0,20,129.8,10,127.0,9773,10,3,3,1.74,17,1,33,0,0,5,6,1,0,0,0,1.4,10.8,1,1,Dropout
5,11.6,8,0,11.88888889,28,100.0,17,130.0,9003,19,6,6,-4.06,39,37,37,0,1,8,10,1,0,1,0,2.8,15.5,1,1,Dropout
6,13.66666667,6,1,13.83333333,19,113.0,6,121.0,9773,6,7,9,2.02,1,19,38,0,0,6,6,1,1,0,0,0.6,11.1,1,3,Non-Dropout
0,0.0,0,0,0.0,47,107.0,5,120.0,9991,5,9,9,-1.7,43,37,19,0,0,5,5,1,0,0,0,3.7,12.7,1,1,Dropout
5,12.4,5,0,11.4,55,130.0,9,120.0,9773,8,9,4,1.74,39,37,37,0,0,6,6,12,0,0,0,1.4,10.8,1,1,Dropout
2,11.0,0,1,0.0,39,120.0,8,120.0,9003,8,9,5,-0.92,43,37,37,0,0,6,6,1,1,0,0,0.3,16.2,1,1,Dropout
12,10.66666667,14,1,10.64285714,35,120.5,12,120.0,9003,17,9,9,-4.06,1,37,37,0,1,12,17,1,1,0,1,2.8,15.5,1,1,Dropout
0,0.0,2,0,11.0,32,120.5,12,133.1,9238,10,4,0,0.32,39,37,29,0,0,6,6,1,0,0,0,2.6,7.6,1,1,Dropout
6,16.66666667,6,1,16.83333333,20,137.0,6,124.0,9773,6,9,2,3.51,1,3,12,0,0,6,6,1,1,0,0,1.4,8.9,1,4,Non-Dropout
5,13.2,6,1,13.57142857,36,115.0,9,150.0,9254,8,9,9,-1.7,39,37,37,0,0,6,6,1,0,0,0,3.7,12.7,1,1,Non-Dropout
5,14.375,5,1,14.71428571,34,142.7,14,133.1,9991,11,10,9,-0.92,39,38,19,1,1,5,5,19,0,5,0,0.3,16.2,1,1,Non-Dropout
0,0.0,0,1,0.0,21,116.7,5,116.0,9670,8,2,0,-3.12,1,38,19,0,0,5,5,1,1,0,0,-0.8,9.4,1,1,Dropout
1,11.0,1,1,10.0,42,136.1,14,133.1,9991,14,10,3,0.79,43,37,19,1,0,5,5,1,0,0,0,-0.3,13.9,1,1,Dropout
4,11.75,1,1,11.0,25,134.3,13,133.1,9003,15,7,9,1.79,39,37,19,0,0,6,6,19,0,0,0,0.5,12.4,1,1,Dropout
0,0.0,1,1,11.0,18,153.0,0,167.0,9773,6,7,6,3.51,18,38,38,1,0,6,6,1,1,0,0,1.4,8.9,1,1,Dropout
6,12.83333333,5,1,12.0,18,132.0,6,140.0,9773,6,9,9,-1.7,1,19,38,1,0,6,6,1,0,0,0,3.7,12.7,1,1,Non-Dropout
6,11.85714286,6,1,11.125,19,129.6,7,124.0,9238,10,7,9,0.32,1,38,19,0,0,6,6,1,1,0,0,2.6,7.6,1,2,Non-Dropout
2,11.5,3,0,11.33333333,34,105.0,8,110.0,9085,13,6,4,0.79,43,3,19,0,1,6,6,1,0,0,0,-0.3,13.9,1,1,Dropout
0,0.0,2,1,12.0,20,130.8,12,150.0,9773,15,5,4,1.74,17,1,1,0,0,6,6,1,0,0,0,1.4,10.8,1,2,Dropout
0,0.0,0,1,0.0,20,119.7,7,123.0,9500,8,7,7,0.79,1,37,37,0,0,7,7,1,0,0,1,-0.3,13.9,1,1,Dropout
7,14.54,7,1,14.54,21,132.5,8,152.0,9500,8,9,4,1.74,17,19,19,0,0,8,8,1,0,0,0,1.4,10.8,1,1,Non-Dropout
4,13.0,6,1,12.16666667,19,130.0,14,130.0,9003,9,10,3,1.79,44,1,19,0,0,6,6,39,1,0,0,0.5,12.4,1,1,Non-Dropout
3,11.66666667,4,0,13.5,31,120.0,12,133.1,9085,13,4,4,-3.12,39,1,1,0,1,5,5,1,0,1,1,-0.8,9.4,1,1,Dropout
5,14.33333333,6,1,14.75,21,150.0,9,133.1,9670,8,5,4,2.02,17,1,37,0,0,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
5,11.66666667,5,1,12.375,20,115.6,7,124.0,9147,8,9,9,0.79,1,38,38,1,0,5,5,1,0,0,0,-0.3,13.9,1,1,Non-Dropout
6,12.73333333,6,1,12.73333333,22,119.1,7,119.1,9500,7,10,4,0.32,43,1,19,0,0,7,7,6,0,0,0,2.6,7.6,1,2,Non-Dropout
0,0.0,4,0,12.5,19,123.5,6,128.0,9070,9,3,3,-3.12,1,19,19,0,0,6,6,1,1,0,0,-0.8,9.4,1,2,Dropout
0,0.0,0,0,0.0,41,120.0,5,133.1,9130,5,1,90,-1.7,39,1,1,0,1,5,5,1,1,5,1,3.7,12.7,1,1,Dropout
0,0.0,0,1,0.0,27,110.0,7,133.1,9500,7,0,0,0.32,43,34,34,0,0,7,7,19,1,6,6,2.6,7.6,1,1,Dropout
7,13.77142857,7,1,13.44285714,19,131.4,8,145.0,9500,7,10,4,0.79,17,1,1,0,0,8,7,1,0,0,0,-0.3,13.9,0,1,Dropout
8,14.2,8,1,14.2,20,126.8,8,141.0,9500,8,3,4,-3.12,18,1,1,1,0,8,8,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
6,13.55,6,1,13.55,19,118.9,7,118.9,9500,7,9,5,0.32,43,38,37,1,0,7,7,6,1,0,0,2.6,7.6,0,4,Non-Dropout
5,11.16666667,5,1,11.6,35,160.0,6,160.0,9991,5,9,9,-4.06,39,37,37,0,0,5,5,1,0,0,0,2.8,15.5,0,1,Non-Dropout
6,15.28571429,6,1,13.57142857,22,115.9,7,111.0,9773,7,3,7,0.79,17,19,12,0,0,6,6,1,1,0,0,-0.3,13.9,0,5,Non-Dropout
6,15.0,6,1,13.83333333,20,109.3,6,111.0,9254,6,7,5,2.02,1,1,19,1,0,6,6,1,1,0,0,0.6,11.1,0,2,Non-Dropout
4,10.85714286,4,0,11.25,18,113.9,9,123.0,9670,7,9,9,1.74,1,37,38,0,1,6,6,1,1,0,0,1.4,10.8,0,1,Dropout
4,11.25,5,1,10.2,18,121.8,9,133.0,9238,7,9,9,1.79,1,37,37,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
7,15.67571429,7,1,15.67571429,30,140.0,8,140.0,9500,8,5,9,1.74,7,1,37,0,0,8,8,3,0,0,0,1.4,10.8,0,1,Non-Dropout
6,12.0,6,1,10.83333333,18,114.7,8,122.0,9238,9,7,9,2.02,18,38,38,1,1,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
5,15.0,6,1,14.5,20,120.0,7,128.0,9254,6,8,7,1.79,1,19,19,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
4,10.75,4,1,10.4,19,107.3,11,108.0,9238,12,9,9,1.79,1,19,38,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
5,13.33333333,5,1,13.0,19,136.2,7,139.0,9085,7,3,5,0.32,17,38,38,0,0,5,5,1,0,0,1,2.6,7.6,0,1,Non-Dropout
8,14.125,7,1,12.24285714,21,119.5,8,130.0,9556,7,8,3,-4.06,1,1,38,1,0,8,7,1,1,0,0,2.8,15.5,0,2,Non-Dropout
6,12.5,7,1,13.0,21,106.0,8,133.1,9853,7,182,141,3.51,18,1,19,0,1,7,7,1,1,0,0,1.4,8.9,0,1,Non-Dropout
6,13.42857143,6,1,14.16666667,18,124.1,7,130.0,9670,6,9,9,3.51,1,1,1,0,0,6,6,1,1,0,0,1.4,8.9,0,4,Non-Dropout
4,12.5,4,1,14.25,18,133.2,7,143.0,9147,11,7,5,-1.7,1,1,1,1,0,5,5,1,1,0,0,3.7,12.7,0,3,Non-Dropout
2,10.5,1,0,12.0,35,110.0,11,110.0,9085,14,90,90,-3.12,39,37,37,0,0,5,5,1,0,1,2,-0.8,9.4,0,1,Dropout
5,13.82,4,1,13.25,21,114.8,9,120.0,9500,11,6,9,2.02,1,1,1,0,0,7,7,1,1,0,0,0.6,11.1,0,6,Non-Dropout
6,13.18333333,6,1,13.18333333,18,130.0,7,140.0,9500,7,7,9,0.32,1,38,37,1,0,7,7,1,1,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,1,1,11.0,22,122.6,6,125.0,9070,6,5,5,-3.12,17,19,1,0,0,6,6,1,1,0,0,-0.8,9.4,1,5,Non-Dropout
8,12.65125,7,1,11.9725,20,133.5,8,134.0,9500,8,6,9,-4.06,17,38,1,1,0,8,7,1,1,0,0,2.8,15.5,1,1,Non-Dropout
5,12.8,5,1,12.4,34,120.0,8,130.0,9254,7,7,4,-3.12,39,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
5,11.25,5,1,12.6,33,120.0,13,120.0,9147,9,9,9,1.74,7,37,37,0,0,7,8,3,0,0,2,1.4,10.8,0,1,Non-Dropout
6,13.9,6,1,13.9,22,137.3,7,142.0,9500,7,9,9,0.32,1,37,38,1,0,7,7,1,1,0,0,2.6,7.6,0,3,Non-Dropout
3,11.0,4,1,11.5,20,123.5,12,127.0,9254,11,6,9,0.32,17,37,37,1,0,6,6,1,1,0,0,2.6,7.6,0,3,Non-Dropout
4,11.85714286,4,1,14.2,35,131.8,10,140.0,9147,6,10,6,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
3,10.66666667,3,0,10.66666667,39,130.0,15,140.0,9147,12,7,4,-3.12,39,38,37,0,0,5,5,1,1,0,2,-0.8,9.4,0,1,Dropout
0,0.0,0,0,0.0,19,128.0,0,142.0,9500,14,5,9,2.02,18,38,37,0,0,8,7,1,1,0,0,0.6,11.1,0,6,Dropout
3,11.33333333,6,1,11.0,36,95.0,14,120.0,9254,10,8,9,1.74,39,37,37,1,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
7,13.95714286,7,1,13.95714286,21,116.0,8,124.0,9500,8,9,9,-1.7,1,37,37,1,0,8,8,1,1,0,0,3.7,12.7,0,2,Non-Dropout
3,13.66666667,4,1,12.5,22,136.7,13,157.0,9238,11,5,1,-3.12,1,3,38,0,0,6,6,1,1,0,1,-0.8,9.4,0,1,Non-Dropout
6,15.28571429,6,1,13.33333333,42,107.5,7,126.6,9238,8,7,9,2.02,39,38,38,1,1,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,1,0.0,34,108.4,6,110.0,9119,5,90,90,1.74,39,37,37,0,0,5,5,1,1,0,0,1.4,10.8,0,1,Dropout
5,11.6,6,1,11.66666667,20,130.7,8,144.0,9773,9,4,4,0.32,17,19,19,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
6,15.5,6,1,15.71428571,33,155.9,7,160.0,8014,7,10,9,0.79,44,37,19,0,0,6,6,39,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,11.4,5,1,11.0,20,106.1,9,105.0,9254,8,6,9,0.79,1,1,19,0,0,6,6,1,1,0,0,-0.3,13.9,0,4,Non-Dropout
4,12.75,4,1,12.25,19,128.6,7,130.0,9670,8,5,0,0.32,1,26,30,0,1,5,5,1,1,2,0,2.6,7.6,0,2,Non-Dropout
8,12.22222222,5,1,12.2,34,140.0,18,140.0,9991,25,4,9,-0.92,43,37,19,0,1,9,10,3,0,0,0,0.3,16.2,0,1,Dropout
5,14.0,5,1,13.0,18,145.0,5,138.0,9147,6,6,9,0.32,1,37,37,0,0,5,5,1,1,0,0,2.6,7.6,0,1,Non-Dropout
6,13.0,4,1,12.0,24,113.0,7,120.0,8014,11,6,6,1.74,17,38,37,1,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,12.33333333,6,1,13.33333333,18,137.1,7,135.0,9853,6,7,9,0.32,1,19,12,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
3,13.0,3,1,13.0,20,119.7,7,119.0,9670,6,6,10,0.32,1,37,37,0,0,5,5,1,1,1,0,2.6,7.6,0,1,Non-Dropout
7,12.91,7,1,12.91,21,120.5,8,121.0,9500,8,3,4,1.74,17,1,1,0,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
3,11.0,6,1,11.0,19,125.7,13,126.0,9238,8,5,9,-3.12,1,38,1,1,0,6,6,1,1,0,0,-0.8,9.4,0,5,Non-Dropout
8,12.93625,6,1,13.58,19,125.5,8,132.0,9500,8,7,5,-4.06,17,38,19,1,0,8,7,1,0,0,0,2.8,15.5,0,4,Non-Dropout
6,12.5,4,1,12.4,18,124.5,8,128.0,9238,10,5,5,1.79,1,19,19,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
7,13.0,8,1,12.88888889,38,126.0,9,160.0,8014,13,5,5,0.79,39,37,37,1,0,7,9,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
9,11.7,11,1,11.54545455,21,136.2,18,125.0,171,12,4,5,3.51,1,19,19,0,1,11,12,1,1,1,0,1.4,8.9,1,1,Non-Dropout
0,0.0,1,1,10.0,23,124.2,5,127.0,9147,6,10,9,-4.06,43,1,5,0,0,5,5,1,1,0,0,2.8,15.5,1,1,Non-Dropout
8,14.34125,8,1,14.34125,19,138.5,8,147.0,9500,8,3,4,-3.12,17,19,1,0,0,8,8,1,1,0,0,-0.8,9.4,0,5,Non-Dropout
5,12.0,6,0,14.14285714,18,122.3,6,130.0,9773,8,3,5,0.79,1,38,37,0,1,6,6,1,1,0,0,-0.3,13.9,0,2,Dropout
0,0.0,0,1,0.0,18,126.0,0,134.0,171,0,5,5,-3.12,1,19,37,1,0,0,0,1,1,0,0,-0.8,9.4,0,6,Non-Dropout
4,11.25,5,1,11.8,24,135.4,13,140.0,9003,10,6,9,1.79,39,19,19,0,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
6,14.16666667,6,1,13.33333333,18,146.5,6,151.0,9773,6,9,5,-1.7,1,1,1,1,0,6,6,1,0,0,0,3.7,12.7,0,1,Non-Dropout
6,12.85714286,6,1,14.5,18,121.9,9,132.0,9130,8,9,4,0.79,1,3,1,0,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
10,13.4,8,1,12.66666667,26,130.0,12,130.0,9991,13,3,7,2.02,7,19,19,0,0,10,10,40,0,0,0,0.6,11.1,0,1,Non-Dropout
2,10.0,1,1,10.0,19,115.2,8,126.0,9147,13,9,9,1.79,1,19,19,0,1,5,5,1,0,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,0,1,0.0,19,115.2,6,119.0,9670,10,9,9,-1.7,18,38,38,1,0,6,6,1,1,0,0,3.7,12.7,0,3,Dropout
4,12.5,4,1,11.0,19,125.1,6,123.0,9254,12,5,5,-0.92,1,38,37,0,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
4,11.0,2,1,12.0,20,108.0,9,106.0,9130,10,9,9,-3.12,1,37,37,0,1,5,5,1,1,0,2,-0.8,9.4,0,1,Dropout
2,13.5,4,1,10.0,22,125.9,12,121.0,9254,10,9,9,-3.12,1,19,19,0,0,6,6,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
8,15.12777778,7,1,14.20857143,19,128.0,9,138.0,9500,7,5,5,2.02,1,19,1,0,0,8,7,1,1,0,0,0.6,11.1,0,2,Non-Dropout
8,15.0125,7,1,14.30714286,20,113.5,8,118.0,9500,7,10,5,1.79,1,3,1,0,0,8,7,1,1,0,0,0.5,12.4,0,5,Non-Dropout
4,13.375,3,1,11.0,36,124.6,12,120.0,9147,8,5,5,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,0,1,0.0,29,116.0,6,133.1,9853,14,4,9,2.02,39,19,4,0,0,6,7,19,1,0,0,0.6,11.1,0,1,Dropout
4,11.0,6,1,12.0,19,124.9,12,141.0,9238,10,2,2,-1.7,17,3,3,0,0,6,6,1,1,0,0,3.7,12.7,0,3,Non-Dropout
0,0.0,0,0,0.0,24,140.5,0,180.0,9147,0,8,4,0.79,39,1,1,0,1,5,5,1,0,0,0,-0.3,13.9,0,1,Dropout
0,0.0,0,0,0.0,27,179.6,7,180.0,9003,6,8,4,3.51,39,1,1,0,1,6,6,1,0,0,0,1.4,8.9,0,1,Dropout
6,14.28571429,6,1,13.85714286,18,116.1,7,115.0,9773,7,8,9,0.79,17,37,37,1,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
0,0.0,0,1,0.0,18,139.4,0,142.0,171,0,6,2,-4.06,17,3,1,1,0,0,0,1,1,0,0,2.8,15.5,0,2,Non-Dropout
0,0.0,0,1,0.0,21,129.0,0,135.0,9556,0,7,3,-1.7,17,38,37,0,0,7,7,1,1,0,0,3.7,12.7,0,4,Dropout
5,13.0,5,1,11.0,43,135.6,9,150.0,9670,8,4,9,1.79,39,37,19,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
5,14.4,5,1,13.2,18,147.8,13,153.0,9147,9,10,9,-0.92,43,1,19,1,0,5,5,1,0,5,0,0.3,16.2,0,1,Non-Dropout
3,15.33333333,6,1,13.5,21,138.0,6,153.0,9085,7,9,9,3.51,18,37,37,1,0,6,6,1,1,0,0,1.4,8.9,0,1,Dropout
0,0.0,0,1,0.0,26,150.0,0,150.0,9147,5,7,1,-3.12,7,6,27,0,0,5,5,3,0,0,0,-0.8,9.4,0,1,Dropout
7,14.21428571,7,1,14.21428571,19,130.8,8,144.0,9500,8,4,9,-1.7,1,1,19,1,0,8,8,1,1,0,0,3.7,12.7,0,6,Non-Dropout
5,12.4,5,1,13.0,18,122.6,5,130.0,9085,5,90,90,0.32,1,37,11,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Non-Dropout
1,10.0,2,1,12.0,22,119.1,14,125.0,9773,13,1,2,-3.12,1,3,2,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Dropout
0,0.0,0,1,0.0,27,111.8,0,133.1,9500,0,10,4,2.02,39,1,19,0,0,8,7,19,1,0,0,0.6,11.1,0,1,Dropout
5,12.6,5,1,12.8,18,125.0,6,133.0,9147,6,10,9,-3.12,1,38,19,0,0,5,5,1,1,0,1,-0.8,9.4,0,3,Non-Dropout
4,12.2,4,1,13.6,19,129.9,9,140.0,9085,11,9,7,-3.12,17,37,38,0,0,5,5,1,0,0,2,-0.8,9.4,0,1,Non-Dropout
8,15.75,7,1,13.97142857,18,131.1,8,133.0,9500,7,10,3,0.79,17,19,19,0,0,8,7,1,1,0,0,-0.3,13.9,0,4,Non-Dropout
6,14.85714286,6,1,15.0,19,141.4,9,154.0,9085,8,4,4,2.02,1,38,37,1,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,0,0.0,32,120.0,0,133.1,9085,0,9,9,2.02,39,37,37,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Dropout
17,15.02352941,26,1,15.07777778,23,133.4,17,168.0,9500,27,4,9,-4.06,42,37,1,0,0,17,26,1,1,0,0,2.8,15.5,0,1,Non-Dropout
6,13.38333333,6,1,13.38333333,20,127.3,7,132.0,9500,7,3,4,0.32,17,37,37,0,0,7,7,1,1,0,0,2.6,7.6,0,3,Non-Dropout
10,13.09090909,12,1,13.25,20,131.8,16,133.1,171,12,5,5,3.51,1,19,38,0,1,11,12,1,1,0,0,1.4,8.9,0,1,Non-Dropout
2,10.66666667,5,0,11.71428571,19,114.8,13,120.0,9238,10,5,4,-0.92,17,19,19,0,1,6,6,1,1,0,0,0.3,16.2,0,1,Dropout
8,13.01125,8,1,13.01125,18,132.8,8,150.0,9500,8,5,5,-3.12,1,19,19,1,0,8,8,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
4,12.0,3,1,10.66666667,21,140.0,12,140.0,9003,12,4,9,-4.06,44,19,19,0,0,6,6,39,0,0,2,2.8,15.5,0,1,Dropout
0,0.0,0,1,0.0,20,108.3,15,103.0,9500,14,9,9,2.02,1,1,19,1,0,7,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
3,12.66666667,6,1,13.0,22,150.0,18,150.0,9085,9,4,2,1.79,44,3,19,0,0,6,6,39,1,0,0,0.5,12.4,0,1,Non-Dropout
5,11.4,5,1,12.0,26,160.0,7,160.0,9991,5,9,9,-1.7,44,37,37,0,0,5,5,39,0,0,0,3.7,12.7,0,1,Non-Dropout
5,13.8,6,1,12.16666667,20,131.7,7,131.0,9070,6,3,3,-1.7,1,37,37,0,0,6,6,1,1,0,0,3.7,12.7,0,1,Non-Dropout
7,13.65,6,1,11.85,19,112.6,10,114.0,9500,10,3,5,-0.92,1,19,38,0,0,8,7,1,1,0,0,0.3,16.2,0,1,Non-Dropout
5,11.2,4,1,11.0,31,111.1,6,120.0,9991,8,9,9,0.32,39,37,37,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Non-Dropout
8,11.736,7,1,12.32777778,20,127.5,10,140.0,9500,9,7,9,-4.06,43,1,19,1,1,8,7,1,1,0,0,2.8,15.5,0,3,Non-Dropout
5,13.42857143,4,1,12.0,20,120.2,10,130.0,9085,9,7,7,1.74,43,19,38,0,0,5,5,1,1,1,0,1.4,10.8,0,1,Non-Dropout
8,14.51111111,7,1,14.42857143,21,118.9,9,121.0,9500,7,5,5,-0.92,17,37,37,0,0,8,7,1,1,0,0,0.3,16.2,0,4,Non-Dropout
8,12.6125,7,1,13.78,18,119.9,8,130.0,9500,7,7,9,1.79,1,19,19,0,0,8,7,1,1,0,0,0.5,12.4,0,4,Non-Dropout
6,13.8,6,1,13.8,19,127.3,7,141.0,9500,7,4,9,0.32,17,37,1,1,0,7,7,1,1,0,0,2.6,7.6,0,2,Non-Dropout
7,15.14285714,7,1,14.85714286,18,127.9,7,131.0,9853,7,7,3,0.79,1,19,19,1,0,7,7,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
5,12.6,5,1,13.0,40,133.0,7,133.1,9773,8,9,7,-0.92,39,19,19,0,0,6,6,38,0,0,0,0.3,16.2,0,1,Non-Dropout
6,13.33333333,6,1,12.14285714,18,114.6,6,117.0,9238,7,7,4,0.79,17,1,38,1,0,6,6,1,0,0,0,-0.3,13.9,0,6,Non-Dropout
6,14.83333333,6,1,15.66666667,18,144.5,6,151.0,9085,7,2,2,3.51,1,40,4,0,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
7,12.16666667,5,1,12.5,19,125.4,14,131.0,9500,13,3,4,-4.06,17,1,19,0,0,8,7,1,1,0,0,2.8,15.5,0,1,Non-Dropout
6,13.16666667,6,1,12.83333333,19,145.0,6,145.0,9238,7,7,9,1.79,17,38,38,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,0,0,0.0,28,138.1,7,135.0,9003,6,6,9,3.51,39,38,38,0,1,6,6,1,0,0,0,1.4,8.9,0,1,Dropout
6,12.66666667,6,1,12.5,20,124.6,6,119.0,9070,6,8,9,0.32,17,37,38,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
5,13.0,4,1,11.25,18,130.8,9,122.0,9773,14,9,9,-3.12,1,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
6,15.25,6,1,15.25,18,140.5,7,155.0,9500,7,3,4,0.32,1,1,1,0,0,7,7,1,1,0,0,2.6,7.6,0,2,Non-Dropout
3,12.0,5,1,14.0,20,124.1,10,123.0,9085,13,9,9,-3.12,1,19,37,1,0,5,5,1,1,1,2,-0.8,9.4,0,1,Non-Dropout
11,12.09090909,13,1,12.07692308,28,118.4,13,130.0,9238,16,4,9,-0.92,43,38,19,0,1,13,16,1,0,0,0,0.3,16.2,0,1,Non-Dropout
9,14.88888889,16,1,14.625,23,128.2,12,133.1,9853,17,135,153,3.51,15,43,1,0,0,10,16,1,0,0,0,1.4,8.9,0,1,Non-Dropout
2,10.5,4,1,10.5,19,109.5,7,114.0,9853,10,5,5,-0.92,1,19,37,0,0,7,7,1,1,0,0,0.3,16.2,0,1,Dropout
6,12.16666667,6,1,12.83333333,18,131.1,6,137.0,9238,8,171,152,3.51,17,38,19,1,0,6,6,1,1,0,0,1.4,8.9,0,1,Non-Dropout
5,11.8,6,0,12.5,20,137.9,7,161.0,9773,6,9,9,1.74,1,37,37,1,1,6,6,1,0,0,0,1.4,10.8,0,3,Non-Dropout
9,12.77777778,12,1,11.23076923,20,128.2,18,133.1,171,13,4,2,2.02,1,3,1,0,0,11,12,1,1,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,2,1,10.5,27,126.5,5,133.1,9991,5,9,9,0.32,39,37,37,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Dropout
2,12.0,3,1,12.0,18,120.0,13,128.0,9853,11,9,9,-1.7,1,1,1,0,0,6,6,1,1,0,0,3.7,12.7,0,1,Dropout
8,12.3,7,1,10.98571429,37,123.0,11,133.1,9556,10,6,4,1.74,39,19,19,1,0,8,7,19,0,0,0,1.4,10.8,0,2,Non-Dropout
